,noise_std,epoch,batch,min_loss,Linear diff,Quadratic diff,Linear,Quadratic
0,0.0,200,10,415.23505359888077,33.025593,0.13342354,"[[ 0.2660012   0.34516168  0.00481499]
 [ 0.311614    0.28200367 -0.01080298]
 [ 0.00702866 -0.01655615  0.33978027]]","[[[-7.09583797e-03  7.83991534e-03  8.44447222e-03]
  [-1.04337081e-03 -1.88502157e-03 -2.43384135e-03]
  [ 6.31405273e-03 -4.84669406e-04  4.77787951e-04]]

 [[-3.90644913e-04 -6.28652889e-03 -7.95221142e-03]
  [-4.01808927e-03  7.84975104e-03  1.29218958e-02]
  [-4.69587091e-03  1.13199614e-02  7.30643864e-04]]

 [[-1.15610801e-01  4.07946631e-02  1.44114765e-05]
  [ 4.72893119e-02 -2.01407331e-03 -1.33811904e-03]
  [ 6.64067862e-04  2.74313893e-03  2.37534475e-02]]]"
1,0.0,200,50,66.23286986351013,32.987263,0.11662904,"[[ 0.34060892  0.4269496   0.06105396]
 [ 0.36343437  0.4957418   0.00108552]
 [ 0.02904816 -0.03066775  0.33652908]]","[[[-0.00148063  0.00482754  0.00431253]
  [-0.00142555 -0.00189155 -0.00285355]
  [ 0.00876249 -0.002356   -0.00041202]]

 [[-0.00533069  0.00472284 -0.00783016]
  [-0.0073214   0.00431925  0.00641948]
  [-0.00596111  0.0099368   0.00127389]]

 [[-0.10162855  0.03175019  0.00175517]
  [ 0.04235718  0.00269742 -0.00193469]
  [-0.00264375  0.0031114   0.02304025]]]"
2,0.0,200,100,41.97557771205902,33.012535,0.115472004,"[[ 0.33691448  0.36362654  0.06322888]
 [ 0.34646595  0.42832148 -0.00658874]
 [ 0.03062622 -0.02733536  0.28933173]]","[[[-0.00131757  0.00499924  0.00434631]
  [-0.00125384 -0.00217717 -0.00250851]
  [ 0.00879627 -0.00201096 -0.00049428]]

 [[-0.00549614  0.00437151 -0.00717613]
  [-0.00767275  0.00490139  0.00780613]
  [-0.00530707  0.01132348  0.00129598]]

 [[-0.10073421  0.02994489  0.00169341]
  [ 0.04055186  0.00559282 -0.00155683]
  [-0.0027055   0.00348925  0.02426954]]]"
3,0.0,500,10,146.53685882408172,33.020958,0.11496405,"[[ 0.42286003  0.4058006   0.057808  ]
 [ 0.38957605  0.63286054 -0.03945448]
 [ 0.02374993 -0.02685775  0.53477633]]","[[[-0.00100963  0.00493515  0.0034609 ]
  [-0.00131799 -0.00224641 -0.00359931]
  [ 0.00791095 -0.00310176 -0.0004256 ]]

 [[-0.0044003   0.0053029  -0.00751182]
  [-0.00674129  0.00312597  0.00404238]
  [-0.00564274  0.00755981  0.00106429]]

 [[-0.09806044  0.03613551  0.00196222]
  [ 0.04674267 -0.00797773 -0.00211418]
  [-0.00243669  0.00293189  0.01736704]]]"
4,0.0,500,50,33.612341836094856,32.95298,0.12541866,"[[ 0.4109212   0.5945694   0.05995847]
 [ 0.39478087  0.6815351  -0.02037431]
 [ 0.02366454 -0.0252587   0.45546862]]","[[[-0.00160085  0.00515679  0.00358583]
  [-0.00109632 -0.00234058 -0.00365351]
  [ 0.00803575 -0.00315596 -0.00036284]]

 [[-0.00161055  0.00489336 -0.009556  ]
  [-0.00715088  0.00248636  0.00257849]
  [-0.00768692  0.00609579  0.00072173]]

 [[-0.10798639  0.03881948  0.00197366]
  [ 0.04942647 -0.00679484 -0.00230339]
  [-0.00242526  0.00274269  0.02005714]]]"
5,0.0,500,100,21.2674780189991,32.968002,0.13138917,"[[ 0.41470253  0.54373777  0.06639797]
 [ 0.3863735   0.62755954 -0.03532559]
 [ 0.02605485 -0.02453871  0.3959523 ]]","[[[-0.00103228  0.00513386  0.00353406]
  [-0.00111923 -0.00252833 -0.00349613]
  [ 0.00798399 -0.00299858 -0.00048685]]

 [[-0.00216202  0.00455678 -0.00900631]
  [-0.00748747  0.00318108  0.00367145]
  [-0.00713728  0.00718879  0.00079323]]

 [[-0.11396935  0.03962373  0.00189199]
  [ 0.0502307  -0.00483646 -0.00191255]
  [-0.00250693  0.00313354  0.02201346]]]"
6,0.0,1000,10,66.36245219316334,33.0549,0.08576806,"[[ 0.47947434  0.50307614  0.05732097]
 [ 0.36179593  0.7683397  -0.0465898 ]
 [ 0.0188693  -0.0208328   0.65883774]]","[[[-0.00138     0.00495073  0.00280178]
  [-0.00130239 -0.00210509 -0.00331411]
  [ 0.00725185 -0.00281656 -0.00030717]]

 [[-0.00198836  0.00550381 -0.00846214]
  [-0.00654038  0.00176279  0.00137104]
  [-0.00659301  0.00488849  0.00066922]]

 [[-0.07209572  0.0267262   0.0018536 ]
  [ 0.03733339 -0.00633873 -0.00202032]
  [-0.00254531  0.00302576  0.01254226]]]"
7,0.0,1000,50,21.304885178804398,32.992966,0.10847697,"[[ 0.46241328  0.62866545  0.05690994]
 [ 0.37364295  0.76220566 -0.03386468]
 [ 0.01931113 -0.0184281   0.5614077 ]]","[[[-0.00182868  0.00515931  0.00299794]
  [-0.00109378 -0.00225539 -0.00346633]
  [ 0.00744787 -0.00296878 -0.0002763 ]]

 [[ 0.00044272  0.00473085 -0.00987458]
  [-0.00731339  0.00180946  0.00104989]
  [-0.00800549  0.0045672   0.00036872]]

 [[-0.0923608   0.03424834  0.00197868]
  [ 0.04485532 -0.00784921 -0.0022371 ]
  [-0.00242024  0.00280899  0.01628886]]]"
8,0.0,1000,100,14.013372793793678,32.993282,0.12270686,"[[ 0.4685223   0.6188002   0.06845012]
 [ 0.3697839   0.7386496  -0.05129705]
 [ 0.02190989 -0.01993462  0.49229473]]","[[[-1.1639608e-03  5.0686002e-03  2.9235128e-03]
  [-1.1844874e-03 -2.3947649e-03 -3.4046504e-03]
  [ 7.3734457e-03 -2.9070987e-03 -4.0720263e-04]]

 [[-5.0568513e-05  4.5660036e-03 -9.7564440e-03]
  [-7.4782465e-03  2.2291343e-03  1.4677111e-03]
  [-7.8874128e-03  4.9850638e-03  4.5075544e-04]]

 [[-1.0536275e-01  3.8498513e-02  1.8957199e-03]
  [ 4.9105477e-02 -7.9778647e-03 -1.9442589e-03]
  [-2.5031990e-03  3.1018304e-03  1.8886855e-02]]]"
9,0.1,200,10,327.45500057563186,33.046833,0.12061404,"[[ 0.35263735  0.24383569  0.05950256]
 [ 0.3639686   0.42411977 -0.01921588]
 [ 0.02960098 -0.03098258  0.40012863]]","[[[-0.00070212  0.00460126  0.00419607]
  [-0.00165184 -0.00188483 -0.00291448]
  [ 0.00864598 -0.00241694 -0.00051547]]

 [[-0.00693663  0.00452221 -0.00591728]
  [-0.00752204  0.0053624   0.00821212]
  [-0.00404825  0.01172943  0.00147929]]

 [[-0.10402643  0.03503407  0.0018718 ]
  [ 0.04564083 -0.0020627  -0.00190774]
  [-0.0025271   0.00313835  0.02144179]]]"
