,noise_std,epoch,batch,min_loss,Linear diff,Quadratic diff,Linear,Quadratic
0,0.0,200,10,41.27362531423569,0.9463881,0.09684277,"[[ 0.56710845  0.22507112]
 [-0.01036048  0.6717615 ]]","[[[-7.8538179e-02  7.9440074e-03]
  [ 5.1041944e-03  4.3764412e-05]]

 [[-5.3850498e-02 -8.3740344e-03]
  [-5.5433465e-03  1.0972008e-02]]]"
1,0.0,200,50,38.04988479614258,1.2993191,0.22371149,"[[ 0.25610253  0.2258038 ]
 [-0.00702155  0.26824972]]","[[[-0.15926914  0.01342331]
  [ 0.00714329  0.00051718]]

 [[-0.15119095 -0.01582832]
  [-0.02790489  0.02368059]]]"
2,0.0,200,100,24.312074661254883,1.414363,0.23341054,"[[ 0.17501482  0.2055406 ]
 [-0.00735371  0.17015089]]","[[[-0.16296189  0.0149146 ]
  [ 0.00863459  0.0002615 ]]

 [[-0.16064595 -0.0171173 ]
  [-0.02919385  0.02596991]]]"
3,0.0,500,10,20.774458155035973,0.7787498,0.11657285,"[[ 0.7610648   0.29504484]
 [-0.00997465  0.77109075]]","[[[-0.07843751  0.00678445]
  [ 0.00050443  0.0001713 ]]

 [[-0.08504776  0.00253824]
  [-0.00953832  0.00774137]]]"
4,0.0,500,50,21.275409698486328,1.0089833,0.24557617,"[[ 0.4304664   0.37155184]
 [-0.00792081  0.45344055]]","[[[-0.13962333  0.01109978]
  [ 0.00481974  0.00041613]]

 [[-0.19934295 -0.01029156]
  [-0.02236812  0.01795875]]]"
5,0.0,500,100,16.672164916992188,1.1709309,0.26076528,"[[ 0.31539816  0.34440386]
 [-0.00789126  0.3125493 ]]","[[[-0.15782966  0.01296274]
  [ 0.00668275  0.0003042 ]]

 [[-0.203976   -0.01297554]
  [-0.02505212  0.02175697]]]"
6,0.0,1000,10,3.3675890509039164,0.5662045,0.113392465,"[[ 0.91172856  0.4458723 ]
 [-0.01000605  0.92424905]]","[[[-0.04410389  0.00450781]
  [-0.00177221  0.00012199]]

 [[-0.10385597  0.00940989]
  [-0.00266667  0.00273864]]]"
7,0.0,1000,50,9.780463695526123,0.72693765,0.20284185,"[[ 0.6002233   0.518234  ]
 [-0.00859317  0.63051856]]","[[[-0.10216838  0.00875464]
  [ 0.0024746   0.00029323]]

 [[-0.17375705 -0.00417831]
  [-0.01625488  0.01226366]]]"
8,0.0,1000,100,10.327733039855957,0.9209715,0.22412638,"[[ 0.46031946  0.48609033]
 [-0.00834354  0.45886454]]","[[[-0.12449189  0.01088229]
  [ 0.00460228  0.00024027]]

 [[-0.1837935  -0.00889072]
  [-0.02096732  0.01720535]]]"
9,0.1,200,10,80.8337916135788,1.0613827,0.11367097,"[[ 0.5282906   0.17329253]
 [-0.00958628  0.5303427 ]]","[[[-8.6571932e-02  9.5383655e-03]
  [ 3.2583340e-03  3.6184865e-05]]

 [[-6.8200633e-02 -7.2400807e-03]
  [-1.9316686e-02  1.5745237e-02]]]"
10,0.1,200,50,37.96004867553711,1.2944045,0.25216782,"[[ 0.2571343   0.23313132]
 [-0.00637145  0.26819894]]","[[[-0.15658401  0.01244968]
  [ 0.00616966  0.000473  ]]

 [[-0.19254541 -0.01806442]
  [-0.03014101  0.02383751]]]"
11,0.1,200,100,24.274137496948242,1.4146906,0.25599703,"[[ 0.17538576  0.2046384 ]
 [-0.00658859  0.17009082]]","[[[-0.16179292  0.01376018]
  [ 0.00748014  0.00022048]]

 [[-0.19255185 -0.01927809]
  [-0.03135466  0.02610022]]]"
12,0.1,500,10,20.585455805063248,0.7641092,0.1277236,"[[ 0.7635011   0.31052628]
 [-0.00980616  0.7707469 ]]","[[[-0.07678321  0.00647461]
  [ 0.00019459  0.00015502]]

 [[-0.10096531  0.00115996]
  [-0.01091666  0.00782065]]]"
13,0.1,500,50,21.20175838470459,1.0027059,0.27915245,"[[ 0.43172976  0.38066533]
 [-0.0074542   0.45327672]]","[[[-0.1367851   0.0103772 ]
  [ 0.00409718  0.00038263]]

 [[-0.24094805 -0.01176079]
  [-0.02383739  0.01813325]]]"
